,Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,merch_zipcode
12,239864,2019-04-29 23:55:33,4079773899158,fraud_Huel-Langworth,misc_net,965.16,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1965-12-15,ba01001e2dae4d08ac02fae8a32f2bd4,1335743733,44.962783,-116.48154,1,83612.0
13,771,2019-01-01 09:55:04,213112402583773,fraud_Conroy-Cruickshank,gas_transport,58.78,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,855dd4fa496bffc48da8ea9e3ad1ef5a,1325411704,34.380163,-82.83515899999999,0,30643.0
14,125935,2019-03-10 23:34:18,3567879740649740,"fraud_Rippin, Kub and Mann",misc_net,652.76,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1958-08-14,64b145f9f9881a85dd49ef4939f274e6,1331422458,44.176232,-76.016551,1,13656.0
15,692,2019-01-01 09:01:49,2706977570537524,fraud_Mraz-Herzog,gas_transport,72.42,David,Serrano,M,4739 Martin Common,Zaleski,OH,45698,39.283,-82.3977,341,Accounting technician,1978-12-18,9e3c257ebd98736fcb120e55fa2456b1,1325408509,38.684289,-82.098975,0,25502.0
16,160408,2019-03-25 23:01:04,371683116218417,"fraud_Reichert, Shanahan and Hayes",shopping_net,858.93,Debra,Becker,F,384 Jonathan Hills,Iselin,NJ,8830,40.5716,-74.3167,18459,Emergency planning/management officer,1929-03-19,50ec5d3526d1e4a261933361fa099ee1,1332716464,39.660515,-73.545203,1,
17,3241,2019-01-02 19:12:12,180014262259255,fraud_Breitenberg-Hermiston,kids_pets,83.51,Brianna,Page,F,0043 Henry Plaza,Brantley,AL,36009,31.571,-86.2743,2566,Exercise physiologist,1958-06-26,0740a6e74f5bb77d15f54a6b1f7d0ad2,1325531532,32.221924,-86.477147,0,36043.0
18,46626,2019-01-28 14:06:22,4247921790666,"fraud_Goyette, Howell and Collier",shopping_pos,1004.83,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,1939-03-09,1e2e9e7eb14880d16799c281e4062636,1327759582,38.888495,-83.669147,1,45697.0
19,93528,2019-02-25 00:34:27,4593569795412,fraud_Vandervort-Funk,grocery_pos,298.7,Chelsea,Silva,F,5205 Annette Islands Apt. 043,Hubbell,NE,68375,40.0456,-97.4735,121,Set designer,1996-04-04,43a5746a8165b23bd2d6283f7265f2d8,1330130067,39.94901,-96.703476,1,66412.0
20,1388,2019-01-01 15:39:36,3563837241599446,fraud_Barrows PLC,shopping_pos,51.09,Timothy,Simmons,M,1049 John Ports Suite 057,Newberg,OR,97132,45.3099,-122.9685,28278,Research scientist (physical sciences),1977-07-17,44c028e7cb3077c572312a84db8f22e2,1325432376,45.240033,-122.609583,0,97013.0
21,364,2019-01-01 04:44:48,3531129874770000,fraud_Kunde-Sanford,misc_net,6.77,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",1975-07-13,2d8d144abbdb1f252d34a29e56bc91c8,1325393088,42.903622,-72.668596,0,5362.0
22,2743,2019-01-02 09:15:18,3563837241599446,fraud_Dach-Borer,grocery_net,71.05,Timothy,Simmons,M,1049 John Ports Suite 057,Newberg,OR,97132,45.3099,-122.9685,28278,Research scientist (physical sciences),1977-07-17,20b828a71f56cc3dfdd3a66fe436f32b,1325495718,44.477833,-123.051087,0,97377.0
23,1358,2019-01-01 15:27:54,2305336922781618,"fraud_Walter, Hettinger and Kessler",personal_care,6.29,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,1961-02-14,4850efbdc14d524d819a290cf8fe2a0b,1325431674,41.498039,-92.440371,0,50027.0
24,213396,2019-04-19 05:56:16,6011197122270059,fraud_Kiehn Inc,grocery_pos,271.17,Vincent,Ward,M,06730 Joshua Isle Suite 555,North Brookfield,MA,1535,42.2665,-72.0821,4680,Field seismologist,1986-04-03,aff60c80ac4304113791648356007f8b,1334814976,43.156342,-71.304125,1,3234.0
25,582,2019-01-01 07:34:12,6011626928491360,fraud_Hudson-Ratke,grocery_pos,123.2,Heather,Roberts,F,62934 Maria Cliffs Suite 350,Bethel Springs,TN,38315,35.2289,-88.64399999999999,3876,Senior tax professional/tax inspector,1960-11-19,7250d66c9afecb3e57759a78a6c7d77e,1325403252,35.868466,-89.548536,0,38030.0
26,3413,2019-01-02 22:07:05,6595970453799027,fraud_Rau-Robel,kids_pets,45.2,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,1969-09-11,c34f6b0c02d7d046936864d07e78e2d9,1325542025,40.444007,-74.642989,0,8502.0
27,792,2019-01-01 10:08:54,213175487106448,fraud_Conroy-Cruickshank,gas_transport,49.18,Diane,Jackson,F,682 Mills Way Apt. 814,Rule,TX,79548,33.0771,-99.959,932,"Physicist, medical",1954-12-10,653ecfe1e2a81e72aca943715d4c3fe8,1325412534,33.346489,-99.630603,0,76388.0
28,1997,2019-01-01 20:35:51,676314217768,fraud_Daugherty-Thompson,food_dining,24.97,Ellen,Carrillo,F,9431 Amanda Mills,Odessa,MO,64076,38.9829,-93.9757,9512,Clinical research associate,1972-12-31,88857bfe3d2724104a18a639e15a59e0,1325450151,39.849068,-94.176537,0,64689.0
29,144788,2019-03-19 01:35:15,38295635583927,fraud_Sawayn PLC,shopping_pos,811.28,Candice,Brown,F,9412 Harris Mews,O Brien,TX,79539,33.3749,-99.8473,178,Warden/ranger,1983-06-14,ebe3917d3b329ac7d2ca866634db4e69,1332120915,33.166453000000004,-100.678151,1,79528.0
30,789,2019-01-01 10:08:17,3519607465576254,"fraud_Greenholt, Jacobi and Gleason",gas_transport,73.11,Audrey,Gonzalez,F,34180 Lopez Plaza,Fields Landing,CA,95537,40.7268,-124.2174,276,"Scientist, audiological",1929-05-06,5ce83c0c43d6cacdfa5839da561f80a1,1325412497,41.359602,-123.959767,0,95555.0
31,2089,2019-01-01 21:17:32,3567879740649740,fraud_Hilpert-Conroy,kids_pets,132.24,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1958-08-14,88ccb2ea9b5cce4b1c8df11dbb4cf21d,1325452652,44.259032,-76.173419,0,13624.0
32,2844,2019-01-02 11:45:46,378278619832195,fraud_Roberts-Beahan,misc_pos,5.3,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,588de686846c2d04f73b6bcb7b3c4494,1325504746,44.148254,-123.95111,0,97439.0
33,21678,2019-01-13 23:50:02,38797410705641,fraud_Terry-Huel,shopping_net,870.97,Andrew,Tucker,M,583 Gray Creek,Oak Hill,NY,12460,42.4069,-74.1528,277,Glass blower/designer,1971-12-12,83262b559db9c521c5ea9f357251d1e6,1326498602,42.433841,-73.699107,1,12130.0
34,154123,2019-03-23 22:11:11,4076173495454,fraud_Terry-Huel,shopping_net,1136.04,Bradley,Adkins,M,362 Brown Wall,Kaktovik,AK,99747,66.6933,-153.994,239,Careers information officer,1996-04-01,bf713cc59b11ebf7acad97e44e18eeb0,1332540671,66.18018599999999,-154.53907,1,
35,2986,2019-01-02 14:25:13,3530503964418806,fraud_Pacocha-Weissnat,kids_pets,133.85,David,Nichols,M,0638 Fred Ramp Suite 086,Palmdale,CA,93552,34.5715,-118.0231,171170,Chemical engineer,1963-06-04,e8882f4a8e8ffcaf7f2129898ff50f88,1325514313,34.848885,-118.828423,0,93243.0
36,399,2019-01-01 05:16:53,4727244663135968,fraud_Smitham-Schiller,grocery_net,106.82,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,1929-05-30,ad18b9833487c0a5f666693ec2b45777,1325395013,31.793916,-88.66851899999999,0,39360.0
37,2683,2019-01-02 07:14:45,639046421587,"fraud_Kerluke, Kertzmann and Wiza",misc_net,106.01,Dylan,Bonilla,M,2497 John Motorway Suite 922,Leetsdale,PA,15056,40.5662,-80.2099,1140,"Administrator, education",1986-06-20,34c317fd8da26988c00a1e1c10096c2a,1325488485,40.308191,-80.130492,0,15055.0
38,886,2019-01-01 11:10:34,4186530744674,fraud_Cole PLC,grocery_pos,87.51,Casey,Howell,F,374 Christopher Ramp Suite 855,Blackville,SC,29817,33.3645,-81.2718,4913,Technical brewer,1966-11-10,4f8761857126381eb1d3e29d74e3c466,1325416234,33.390662,-81.916154,0,30906.0
39,120049,2019-03-08 23:57:45,30501624614310,fraud_Jakubowski Inc,home,251.77,Amanda,Smith,F,180 Graves Shore,Scotia,SC,29939,32.6786,-81.2455,302,Magazine features editor,1973-05-04,cf29468a9231c949a276efdb3bdfe137,1331251065,31.963041,-81.22578399999999,1,31419.0
40,3427,2019-01-02 22:20:49,6011329966782895,fraud_Streich Ltd,home,41.66,Lauren,Butler,F,030 Seth Divide Suite 355,Tulsa,OK,74131,36.0557,-96.0602,413574,"Teacher, special educational needs",1971-09-01,db98133a5c01c14d261dade352195bb2,1325542849,35.972064,-96.77422,0,74023.0
41,1618,2019-01-01 17:21:27,2248735346244816,fraud_Berge-Hills,kids_pets,66.94,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269,Product/process development scientist,1962-11-11,b95d6909080cb222b639ed16b206efaa,1325438487,39.19756,-100.102939,0,67650.0
42,2061,2019-01-01 21:06:04,3576021480694169,"fraud_Monahan, Hermann and Johns",travel,6.89,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,2d7b8c40e63a58920bf8fc528c84a877,1325451964,38.346707,-96.149244,0,66801.0
43,64686,2019-02-08 00:30:24,180049032966888,"fraud_Robel, Cummerata and Prosacco",gas_transport,8.0,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,54559,46.4959,-90.4383,795,Television/film/video producer,1986-04-15,950de6fda3ac1024e1a6576c422924b6,1328661024,47.047726,-90.49508,1,
44,333,2019-01-01 04:22:26,3543299015720986,fraud_Hermann-Gaylord,misc_pos,56.98,Angela,White,F,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",1977-10-19,5fc9b5a9a63a8fc85e6ddc311d7545e0,1325391746,37.867296,-81.335353,0,25044.0
45,2642,2019-01-02 06:17:14,30328384440870,"fraud_Rodriguez, Yost and Jenkins",misc_net,1.68,Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1954-07-14,3d72c3bca1dbe2c06ec0bafff7cb10a6,1325485034,39.772228000000005,-93.815796,0,64625.0
46,170149,2019-03-31 00:01:02,4629451965224809,fraud_Bailey-Morar,grocery_pos,310.48,Karen,Warren,F,4900 Curtis Gardens Suite 952,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,7cbf3f5d023693b4abc9ec37682d4913,1333152062,30.661298,-83.65864599999999,1,31629.0
47,2348,2019-01-01 23:23:09,676102124465,"fraud_Medhurst, Labadie and Gottlieb",travel,512.46,Natasha,Mclaughlin,F,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,1985-08-21,a4b8902348f30a6bab3922163f228629,1325460189,39.022962,-122.737544,0,95443.0
48,1335,2019-01-01 15:17:21,4294040533480516,fraud_Gleason-Macejkovic,shopping_net,178.85,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413000000000004,-81.69,2206,Biomedical scientist,1986-12-31,40c41da5c1862eb62cb5bc46d67d0e61,1325431041,33.675412,-81.825848,0,29847.0
49,163195,2019-03-27 17:42:13,4003771737807706,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,850.83,Danielle,Hayden,F,03368 Michelle Trail,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1958-01-01,ccdf0bac8bafc0db422b1eb50e599f46,1332870133,35.329671999999995,-90.635398,1,72373.0
50,192,2019-01-01 02:22:46,4761403817546679245,fraud_Berge LLC,gas_transport,57.64,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,c304a7ed05ab1267dabed3a82c367234,1325384566,36.502461,-92.210445,0,72537.0
51,2166,2019-01-01 21:51:38,3533742182628021,"fraud_Haley, Batz and Auer",health_fitness,15.7,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,1997-06-04,92fba0f278784aadd42166ab4c5a2ca2,1325454698,33.672803,-79.067636,0,29588.0
52,135772,2019-03-15 23:02:40,6011552879910390,fraud_Heathcote LLC,shopping_net,1016.82,Robert,Long,M,529 Joshua Knoll Apt. 511,Lonetree,WY,82936,41.0552,-110.1603,49,Research scientist (physical sciences),1981-07-05,e94f1b0d94e770c4bd650f46113fa928,1331852560,41.721338,-109.350232,1,
53,228944,2019-04-25 23:24:56,3556613125071656,fraud_Kautzer and Sons,personal_care,20.51,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,5191b149131485051f020c0f67a87523,1335396296,29.871618,-95.823992,1,77493.0
54,2149,2019-01-01 21:43:09,343746486082492,"fraud_Okuneva, Schneider and Rau",shopping_pos,3.59,Jeffrey,Munoz,M,836 Stephanie Union,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",1975-10-11,e95f785187c794a3c5a54a45c8c15651,1325454189,45.379216,-85.026123,0,49770.0
55,71759,2019-02-11 22:36:49,347073228412010,fraud_Hills-Witting,shopping_net,853.8,Ryan,Johnson,M,40178 Lisa Mission,Alva,WY,82711,44.6873,-104.4414,110,"Administrator, local government",1973-05-16,3fe342a6a6175d7bdb004dc3459701ee,1328999809,44.062324,-103.879906,1,
56,2167,2019-01-01 21:52:04,376028110684021,fraud_Friesen Ltd,health_fitness,73.34,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,1974-12-23,cc1f80dd32590651843a441568c30bc8,1325454724,40.54555,-93.579812,0,64661.0
57,2944,2019-01-02 13:43:30,180048185037117,fraud_Yost-Rogahn,personal_care,21.25,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,51ce5252fef2b91e21df6caa7770c131,1325511810,40.663267,-74.50036999999999,0,7946.0
58,81808,2019-02-18 03:26:17,180047222886866,"fraud_Rutherford, Homenick and Bergstrom",grocery_net,7.83,Christine,Shaffer,F,14017 Thomas Plaza,Loami,IL,62661,39.6704,-89.8588,1213,English as a foreign language teacher,1991-04-22,81df14c664d96a9a32ff0bfcc81c0565,1329535577,40.278726,-90.267035,1,61441.0
59,74271,2019-02-12 23:49:17,3520550088202337,fraud_Pacocha-Bauch,shopping_pos,1200.74,Micheal,Walters,M,15315 Vaughn Park Suite 356,Hovland,MN,55606,47.8342,-90.0476,272,Freight forwarder,2001-07-05,8d92726e7e9bd1b596b7ff119abbe38a,1329090557,48.028376,-90.079949,1,55606.0
60,1457,2019-01-01 16:04:24,676372984911,fraud_Volkman PLC,food_dining,20.46,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1987-07-18,72c8925bf2e528518b8358e4bfdf3528,1325433864,39.50934,-98.584662,0,67437.0
61,16879,2019-01-11 01:04:52,4587577161160601,fraud_Goodwin-Nitzsche,grocery_pos,353.06,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,4555,44.0943,-69.4828,1643,Financial trader,1976-04-12,47a9c92b12428de61870a8f0d754e654,1326243892,43.280956,-69.003587,1,
62,1639,2019-01-01 17:34:59,2297447006766555,"fraud_Roberts, Ryan and Smith",personal_care,8.83,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,1960-01-13,ca609ddd2d0baed701610cc2a7d7e572,1325439299,40.753239,-88.48893100000001,0,61739.0
63,406,2019-01-01 05:24:49,4469777115158234880,fraud_Koepp-Parker,grocery_pos,47.33,Gregory,Graham,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,1980-11-22,22648b22670e7fc0868fdefe1fb37ba6,1325395489,42.810062,-71.414507,0,3052.0
64,892,2019-01-01 11:17:00,2286236465059468,fraud_Auer-Mosciski,grocery_pos,138.6,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,1950-05-27,36cf54dd7b4335e7fce6c396ada92b29,1325416620,38.589273,-93.017727,0,65329.0
65,899,2019-01-01 11:23:13,502049568400,fraud_Hackett-Lueilwitz,grocery_pos,134.8,Daniel,Melton,M,6157 Nichols Mews,Marion,CT,6444,41.7918,-72.7188,370,Health service manager,1962-02-13,54056b2b6ecf1f6367153f3e27cf762f,1325416993,41.521599,-72.52465699999999,0,6441.0
66,150831,2019-03-22 16:17:14,4180192513916047166,"fraud_Medhurst, Labadie and Gottlieb",travel,10.23,Brian,Ray,M,055 Stephanie Turnpike Suite 559,Walkertown,NC,27051,36.18,-80.1629,7369,TEFL teacher,1927-02-03,1fabc902dd69134b361e88184c439492,1332433034,36.452416,-79.67110600000001,1,27288.0
67,2563,2019-01-02 04:06:19,501831082224,"fraud_Olson, Becker and Koch",gas_transport,52.37,Corey,Jones,M,709 George Underpass Apt. 080,West Decatur,PA,16878,40.9493,-78.3129,1762,Armed forces logistics/support/administrative officer,1962-05-04,da87a2b4f8b56ea6c33e19f0ac506f7c,1325477179,40.18131,-78.085893,0,16674.0
68,52030,2019-01-31 16:17:48,4952583804639909,fraud_Williamson LLC,misc_pos,8.94,Patricia,Rodriguez,F,386 Randolph Throughway,Warren,OH,44483,41.2639,-80.8164,75903,Magazine features editor,1957-04-05,f0d773f8b677051c92cf27f5863377f8,1328026668,41.507858,-80.113567,1,16314.0
69,1595,2019-01-01 17:07:26,180018375329178,"fraud_Okuneva, Schneider and Rau",shopping_pos,2.09,Michelle,Woods,F,952 Joseph Throughway,Munith,MI,49259,42.3703,-84.2485,2523,Geophysicist/field seismologist,1988-03-21,6347bb40335685c0ad5c50a910eb5f67,1325437646,43.058164,-84.106652,0,48817.0
70,3431,2019-01-02 22:22:06,4226219726886852999,"fraud_Welch, Rath and Koepp",entertainment,101.69,Jessica,Bell,F,669 Moore Shoal,Bethel,OH,45106,38.9424,-84.09200000000001,12349,Field trials officer,1985-07-08,d2c94f59876fb15a9a3890d54032f8f3,1325542926,39.865062,-83.744739,0,45502.0
71,689,2019-01-01 08:59:40,4681601008538160,fraud_Kling-Grant,grocery_net,62.14,Tammy,Davis,F,77663 Colleen Freeway,Moundsville,WV,26041,39.9148,-80.73100000000001,16183,Physiotherapist,1977-08-12,9eee4527e25ba1114673bdf877c1dbd2,1325408380,39.139167,-81.326611,0,26180.0
72,106627,2019-03-02 22:10:38,60416207185,fraud_Barrows PLC,shopping_pos,830.06,Mary,Diaz,F,9886 Anita Drive,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Information systems manager,1986-02-17,3becc6c1b0902b23cc621512b5709568,1330726238,42.739276,-107.975363,1,
73,1015,2019-01-01 12:46:45,4069975342931683,fraud_Beier-Hyatt,shopping_pos,9.52,Kimberly,Martin,F,1943 Dennis Inlet Suite 145,Hurricane,WV,25526,38.4257,-81.9943,21902,Sub,1980-09-18,fe89a53df6c6d9761f22e18a5fd066fc,1325422005,38.628875,-82.321074,0,45623.0
74,2772,2019-01-02 09:57:23,4390966588600992777,fraud_Kuhic LLC,shopping_net,5.27,Kyle,Simmons,M,8149 Harris Divide,Oklahoma City,OK,73134,35.6174,-97.5583,640470,Advertising copywriter,1966-06-24,6cbef031a77a80dad6d4e1741945c1cf,1325498243,35.951262,-98.087303,0,73756.0
75,1795,2019-01-01 18:54:22,6011652924285713,"fraud_Weimann, Kuhic and Beahan",shopping_pos,4.65,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,1988-10-26,b3f0f4909b8f98814c7375abe382c297,1325444062,37.780911,-92.25267,0,65534.0
76,86165,2019-02-19 23:45:53,340953839692349,fraud_Kutch-Ferry,home,182.62,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",1980-05-18,520247556528d3d4743ccf7e66e88b0b,1329695153,41.880746,-83.172306,1,
77,1120,2019-01-01 13:37:48,38295635583927,fraud_Greenholt Ltd,health_fitness,5.49,Candice,Brown,F,9412 Harris Mews,O Brien,TX,79539,33.3749,-99.8473,178,Warden/ranger,1983-06-14,52d5acffcbf3200d0c336cfd0f9a8f13,1325425068,32.644302,-100.835042,0,79526.0
78,2204,2019-01-01 22:11:03,4149238353975790,"fraud_Wuckert, Wintheiser and Friesen",home,87.72,Tanner,Carroll,M,494 Burke Ports,Cokeburg,PA,15324,40.1008,-80.0652,632,Dealer,1989-04-08,a2395428f90f9c5e2d1de4ab204aaf3e,1325455863,40.37894,-79.583602,0,15623.0
79,409,2019-01-01 05:27:27,30074693890476,fraud_Kuphal-Predovic,misc_net,494.16,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993-08-16,cf12dcb5bb3f6ae370c316722ecea405,1325395647,38.918827,-100.452065,0,67736.0
80,3361,2019-01-02 21:13:12,3567697931646329,fraud_Kub-Heaney,health_fitness,68.02,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,1998-07-29,aed6deb9d62273b60c071fb7b809033d,1325538792,42.311269,-73.403246,0,1266.0
81,38294,2019-01-22 23:30:48,3518669219150142,fraud_Auer-West,shopping_net,1115.06,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,d7c4160cd7b94aa320f26906929d4dc7,1327275048,39.433618,-84.248941,1,45036.0
82,1475,2019-01-01 16:14:08,3596217206093829,fraud_Lynch Ltd,shopping_pos,21.99,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1988-03-25,67241a0dd63eb8132ce837c595e41f81,1325434448,40.852553,-91.907092,0,52535.0
83,2768,2019-01-02 09:50:47,3538520143479972,fraud_Kunde-Sanford,misc_net,3.12,Cassandra,Nunez,F,9572 Austin Forge Suite 612,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,1965-09-15,9f0b240a70aad47791ce576ca7add612,1325497847,40.851712,-82.98113599999999,0,44820.0
84,24110,2019-01-14 23:43:47,3595192916105588,fraud_Barton LLC,kids_pets,20.63,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",1993-05-14,f4a3089fa904c27d3613bfc9b5833317,1326584627,35.549738,-78.076512,1,27542.0
85,384,2019-01-01 05:03:00,4599735407877245080,fraud_Dare-Marvin,entertainment,9.11,Mary,Myers,F,39787 Pamela Fall Suite 639,Tiptonville,TN,38079,36.3846,-89.4649,5577,Geochemist,1964-12-30,00a8cba2cc072c43729870e2d621ac30,1325394180,35.392677,-89.808577,0,38058.0
86,1543,2019-01-01 16:39:40,30030380240193,"fraud_Kutch, Steuber and Gerhold",food_dining,51.7,William,Jenkins,M,50614 Kevin Point,Harper,TX,78631,30.2816,-99.241,2395,"Pharmacist, community",1993-11-17,7249b5199960cc7f1434487fd131a374,1325435980,30.316025,-98.401682,0,78636.0
