trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,merch_zipcode,pred
2019-03-13 07:55:42,4383521454815,"fraud_Stehr, Jewess and Schimmel",misc_net,967.96,John,Robertson,M,209 Austin Stream Apt. 231,Indianapolis,IN,46290,39.9347,-86.1633,910148,Academic librarian,1987-09-22,12382df31a27c9bdadafd88bf5e9df92,1331625342,39.353278,-86.573686,1,46166.0,1
2019-03-27 23:25:32,4003771737807706,fraud_Kuhn LLC,misc_net,821.02,Danielle,Hayden,F,03368 Michelle Trail,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1958-01-01,f0ae809cbf8871a8c53e8eac57360a01,1332890732,34.287567,-91.18158,1,72140.0,1
2019-03-25 23:01:04,371683116218417,"fraud_Reichert, Shanahan and Hayes",shopping_net,858.93,Debra,Becker,F,384 Jonathan Hills,Iselin,NJ,8830,40.5716,-74.3167,18459,Emergency planning/management officer,1929-03-19,50ec5d3526d1e4a261933361fa099ee1,1332716464,39.660515,-73.545203,1,,1
2019-01-01 11:23:57,38014427445058,fraud_Bauch-Raynor,grocery_pos,79.38,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,1946-08-11,bdb1c31ddf319d950e4516ce418f5334,1325417037,43.888658,-89.27115400000001,0,54960.0,0
2019-01-01 14:13:20,6011381817520024,fraud_Flatley Group,misc_pos,6.76,Kristen,Allen,F,8619 Lisa Manors Apt. 871,Lagrange,WY,82221,41.6423,-104.1974,635,Product/process development scientist,1973-07-13,b0eb5b54e67cef86627bff68103daa28,1325427200,41.682194,-103.776368,0,69345.0,0
2019-01-02 19:12:12,180014262259255,fraud_Breitenberg-Hermiston,kids_pets,83.51,Brianna,Page,F,0043 Henry Plaza,Brantley,AL,36009,31.571,-86.2743,2566,Exercise physiologist,1958-06-26,0740a6e74f5bb77d15f54a6b1f7d0ad2,1325531532,32.221924,-86.477147,0,36043.0,0
2019-01-14 02:27:08,4979422371139333,"fraud_Towne, Walker and Borer",grocery_net,13.2,Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,1935-02-10,a9ddd0c259a7b053ebb6e36042364002,1326508028,42.024265,-98.441592,1,,0
2019-01-01 02:22:54,4239552724014407,fraud_Conroy-Cruickshank,gas_transport,119.47,Carl,Hernandez,M,9134 Darryl Flat Suite 916,Paulding,OH,45879,41.141000000000005,-84.5722,6284,Secondary school teacher,1936-03-27,876d3955190af400d69a01a79a7dbceb,1325384574,41.746779,-84.601964,0,43554.0,0
2019-01-28 14:06:22,4247921790666,"fraud_Goyette, Howell and Collier",shopping_pos,1004.83,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,1939-03-09,1e2e9e7eb14880d16799c281e4062636,1327759582,38.888495,-83.669147,1,45697.0,0
2019-01-29 22:23:50,3545578418030657,fraud_Lemke-Gutmann,shopping_net,947.47,Cody,Blake,M,300 Hodge Loaf,Houston,TX,77027,29.7396,-95.446,2906700,Community development worker,1962-03-14,e88163b5e7e7ad685b8446cb5b5223e1,1327875830,30.664787,-96.169874,1,77861.0,0
2019-02-28 22:02:41,4642894980163,fraud_Conroy Ltd,shopping_pos,747.73,Eddie,Mendez,M,1831 Faith View Suite 653,Clarinda,IA,51632,40.7491,-95.038,7297,IT trainer,1990-07-13,82570b138d1b77528cfc7cb462dea74c,1330466561,41.344617,-95.772551,1,51526.0,1
2019-02-25 00:34:27,4593569795412,fraud_Vandervort-Funk,grocery_pos,298.7,Chelsea,Silva,F,5205 Annette Islands Apt. 043,Hubbell,NE,68375,40.0456,-97.4735,121,Set designer,1996-04-04,43a5746a8165b23bd2d6283f7265f2d8,1330130067,39.94901,-96.703476,1,66412.0,0
2019-01-01 01:30:21,4229733778084049,fraud_Bernhard Inc,gas_transport,45.77,Tyler,Mills,M,7838 Jason Squares,Elizabethtown,KY,42701,37.6848,-85.8784,48194,Surgeon,1990-05-03,949a6e32484f6a256a45bf09625165ff,1325381421,36.687137,-85.278013,0,42602.0,0
2019-01-12 23:57:00,4666314527820883145,"fraud_Kihn, Abernathy and Douglas",shopping_net,1116.8,Guy,Thompson,M,5812 Ramos Oval Suite 598,Ravenna,NE,68869,41.0233,-98.9041,2202,"Solicitor, Scotland",1974-06-21,cad6a618cba464438b5566597933f870,1326412620,41.192006,-99.230584,1,68855.0,1
2019-01-01 15:39:36,3563837241599446,fraud_Barrows PLC,shopping_pos,51.09,Timothy,Simmons,M,1049 John Ports Suite 057,Newberg,OR,97132,45.3099,-122.9685,28278,Research scientist (physical sciences),1977-07-17,44c028e7cb3077c572312a84db8f22e2,1325432376,45.240033,-122.609583,0,97013.0,0
2019-03-21 16:18:11,2720894374956739,fraud_Flatley-Durgan,misc_net,919.63,Audrey,Hickman,F,3325 Gregory Square,Mount Clemens,MI,48043,42.5978,-82.8823,16305,"Psychologist, sport and exercise",1927-05-25,2d65358df1f1266ec5711a4743f300bb,1332346691,42.916859,-83.43435799999999,1,48438.0,1
2019-04-11 23:39:33,4393520897625,fraud_Mohr-Bayer,shopping_net,970.76,Charles,Rodriguez,M,240 Tracy Forges,Easton,KS,66020,39.3391,-95.0999,1442,Air broker,1982-05-20,0f485f4d350e5e12e4c0e450ec5aeec9,1334187573,39.552561,-95.649264,1,66552.0,1
2019-01-01 04:44:48,3531129874770000,fraud_Kunde-Sanford,misc_net,6.77,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",1975-07-13,2d8d144abbdb1f252d34a29e56bc91c8,1325393088,42.903622,-72.668596,0,5362.0,0
2019-01-02 07:22:54,6011504998544485,"fraud_Adams, Kovacek and Kuhlman",grocery_net,39.69,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1971-11-02,1cdebf74acba348e6788b54580858144,1325488974,31.541492,-86.378297,0,36028.0,0
2019-01-01 23:49:28,675990301623,fraud_Daugherty-Thompson,food_dining,5.83,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,1994-03-13,c5ed7e5ff7edcb506e2af2c1016f325d,1325461768,41.675321,-73.989317,0,12547.0,0
2019-01-02 09:15:18,3563837241599446,fraud_Dach-Borer,grocery_net,71.05,Timothy,Simmons,M,1049 John Ports Suite 057,Newberg,OR,97132,45.3099,-122.9685,28278,Research scientist (physical sciences),1977-07-17,20b828a71f56cc3dfdd3a66fe436f32b,1325495718,44.477833,-123.051087,0,97377.0,0
2019-01-31 23:49:23,3550554389581384,"fraud_Streich, Rolfson and Wilderman",kids_pets,19.34,Ryan,Foster,M,03921 Cole Mission Suite 882,Hampton,FL,32044,29.8575,-82.1483,2060,Oncologist,1983-11-10,47fa4cfe66f6a7a2880e3dbcd309edd2,1328053763,30.427306,-81.150205,1,,0
2019-04-29 23:55:33,4079773899158,fraud_Huel-Langworth,misc_net,965.16,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1965-12-15,ba01001e2dae4d08ac02fae8a32f2bd4,1335743733,44.962783,-116.48154,1,83612.0,1
2019-01-01 15:27:54,2305336922781618,"fraud_Walter, Hettinger and Kessler",personal_care,6.29,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,1961-02-14,4850efbdc14d524d819a290cf8fe2a0b,1325431674,41.498039,-92.440371,0,50027.0,0
2019-02-25 06:29:57,3587960728692500,fraud_Doyle Ltd,grocery_pos,320.85,Kathy,Hughes,F,02110 Lucas Freeway Suite 517,Battle Creek,IA,51006,42.3327,-95.6045,1075,"Teacher, early years/pre",1997-01-02,83fee7480f4c4f0e85318b355b290d90,1330151397,42.491699,-95.553358,1,51025.0,0
2019-01-01 09:55:04,213112402583773,fraud_Conroy-Cruickshank,gas_transport,58.78,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,855dd4fa496bffc48da8ea9e3ad1ef5a,1325411704,34.380163,-82.83515899999999,0,30643.0,0
2019-04-19 05:56:16,6011197122270059,fraud_Kiehn Inc,grocery_pos,271.17,Vincent,Ward,M,06730 Joshua Isle Suite 555,North Brookfield,MA,1535,42.2665,-72.0821,4680,Field seismologist,1986-04-03,aff60c80ac4304113791648356007f8b,1334814976,43.156342,-71.304125,1,3234.0,0
2019-01-01 08:10:55,6597248210463122,fraud_Torp-Lemke,misc_pos,4.26,Kyle,Wright,M,610 Samantha Park Suite 149,Whittemore,IA,50598,43.0261,-94.4064,912,Optometrist,1968-05-16,b9ff882de271d8672557a9e14a9ce949,1325405455,43.241099,-94.331093,0,50559.0,0
2019-03-10 23:34:18,3567879740649740,"fraud_Rippin, Kub and Mann",misc_net,652.76,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1958-08-14,64b145f9f9881a85dd49ef4939f274e6,1331422458,44.176232,-76.016551,1,13656.0,1
2019-01-01 07:34:12,6011626928491360,fraud_Hudson-Ratke,grocery_pos,123.2,Heather,Roberts,F,62934 Maria Cliffs Suite 350,Bethel Springs,TN,38315,35.2289,-88.64399999999999,3876,Senior tax professional/tax inspector,1960-11-19,7250d66c9afecb3e57759a78a6c7d77e,1325403252,35.868466,-89.548536,0,38030.0,0
2019-01-02 20:40:36,4450831335606294,fraud_Reilly LLC,home,93.51,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,1972-01-20,7f5a190159e840461f246f8a48053fc5,1325536836,34.079574,-96.250639,0,74729.0,0
2019-01-01 09:01:49,2706977570537524,fraud_Mraz-Herzog,gas_transport,72.42,David,Serrano,M,4739 Martin Common,Zaleski,OH,45698,39.283,-82.3977,341,Accounting technician,1978-12-18,9e3c257ebd98736fcb120e55fa2456b1,1325408509,38.684289,-82.098975,0,25502.0,0
2019-01-02 22:07:05,6595970453799027,fraud_Rau-Robel,kids_pets,45.2,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,1969-09-11,c34f6b0c02d7d046936864d07e78e2d9,1325542025,40.444007,-74.642989,0,8502.0,0
2019-01-01 07:16:40,36721445180895,fraud_Bernhard Inc,gas_transport,56.59,Cesar,Smith,M,901 Ariel Points,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,1968-07-01,5a58d51268908ba1ab7f8090b61db384,1325402200,41.785261,-74.554777,0,12788.0,0
2019-03-25 23:01:04,371683116218417,"fraud_Reichert, Shanahan and Hayes",shopping_net,858.93,Debra,Becker,F,384 Jonathan Hills,Iselin,NJ,8830,40.5716,-74.3167,18459,Emergency planning/management officer,1929-03-19,50ec5d3526d1e4a261933361fa099ee1,1332716464,39.660515,-73.545203,1,,1
2019-01-01 10:08:54,213175487106448,fraud_Conroy-Cruickshank,gas_transport,49.18,Diane,Jackson,F,682 Mills Way Apt. 814,Rule,TX,79548,33.0771,-99.959,932,"Physicist, medical",1954-12-10,653ecfe1e2a81e72aca943715d4c3fe8,1325412534,33.346489,-99.630603,0,76388.0,0
2019-02-23 03:29:54,4157213332670159,fraud_Kiehn-Emmerich,grocery_pos,278.87,Bryan,Gill,M,48635 Paul Hills,Gaines,MI,48436,42.8813,-83.8855,3764,Veterinary surgeon,1966-08-03,5da3f5d23a010a79b7765d759119b979,1329967794,42.525823,-83.651697,1,48165.0,0
2019-01-02 19:12:12,180014262259255,fraud_Breitenberg-Hermiston,kids_pets,83.51,Brianna,Page,F,0043 Henry Plaza,Brantley,AL,36009,31.571,-86.2743,2566,Exercise physiologist,1958-06-26,0740a6e74f5bb77d15f54a6b1f7d0ad2,1325531532,32.221924,-86.477147,0,36043.0,0
2019-01-01 20:35:51,676314217768,fraud_Daugherty-Thompson,food_dining,24.97,Ellen,Carrillo,F,9431 Amanda Mills,Odessa,MO,64076,38.9829,-93.9757,9512,Clinical research associate,1972-12-31,88857bfe3d2724104a18a639e15a59e0,1325450151,39.849068,-94.176537,0,64689.0,0
2019-01-01 09:09:15,30238755902988,fraud_Kutch LLC,gas_transport,48.69,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1976-01-02,7de6b52ba985f08dbb5038ce47a131c1,1325408955,30.102276,-96.450886,0,77833.0,0
2019-01-28 14:06:22,4247921790666,"fraud_Goyette, Howell and Collier",shopping_pos,1004.83,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,1939-03-09,1e2e9e7eb14880d16799c281e4062636,1327759582,38.888495,-83.669147,1,45697.0,0
2019-03-19 01:35:15,38295635583927,fraud_Sawayn PLC,shopping_pos,811.28,Candice,Brown,F,9412 Harris Mews,O Brien,TX,79539,33.3749,-99.8473,178,Warden/ranger,1983-06-14,ebe3917d3b329ac7d2ca866634db4e69,1332120915,33.166453000000004,-100.678151,1,79528.0,1
2019-01-01 22:54:10,6544734391390261,fraud_Herzog Ltd,misc_pos,6.21,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,7070a4cd86f80f8949feba5b3cac020a,1325458450,41.075233,-87.740061,0,60964.0,0
2019-02-25 00:34:27,4593569795412,fraud_Vandervort-Funk,grocery_pos,298.7,Chelsea,Silva,F,5205 Annette Islands Apt. 043,Hubbell,NE,68375,40.0456,-97.4735,121,Set designer,1996-04-04,43a5746a8165b23bd2d6283f7265f2d8,1330130067,39.94901,-96.703476,1,66412.0,0
2019-01-01 10:08:17,3519607465576254,"fraud_Greenholt, Jacobi and Gleason",gas_transport,73.11,Audrey,Gonzalez,F,34180 Lopez Plaza,Fields Landing,CA,95537,40.7268,-124.2174,276,"Scientist, audiological",1929-05-06,5ce83c0c43d6cacdfa5839da561f80a1,1325412497,41.359602,-123.959767,0,95555.0,0
2019-01-02 02:29:53,2286236465059468,fraud_Rodriguez Group,gas_transport,43.26,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,1950-05-27,a75a465cb898ac9e86e1dd341113c6a2,1325471393,37.785401,-93.880707,0,65785.0,0
2019-01-01 15:39:36,3563837241599446,fraud_Barrows PLC,shopping_pos,51.09,Timothy,Simmons,M,1049 John Ports Suite 057,Newberg,OR,97132,45.3099,-122.9685,28278,Research scientist (physical sciences),1977-07-17,44c028e7cb3077c572312a84db8f22e2,1325432376,45.240033,-122.609583,0,97013.0,0
2019-01-01 21:17:32,3567879740649740,fraud_Hilpert-Conroy,kids_pets,132.24,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1958-08-14,88ccb2ea9b5cce4b1c8df11dbb4cf21d,1325452652,44.259032,-76.173419,0,13624.0,0
2019-01-01 23:09:01,4292743669224718067,"fraud_Lehner, Reichert and Mills",misc_pos,27.13,Michael,Williams,M,35822 Clayton Street Apt. 679,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,1973-06-09,3dee6216c5a334a7b052ef7bdfb55585,1325459341,38.381116,-76.081046,0,21626.0,0
2019-01-01 04:44:48,3531129874770000,fraud_Kunde-Sanford,misc_net,6.77,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",1975-07-13,2d8d144abbdb1f252d34a29e56bc91c8,1325393088,42.903622,-72.668596,0,5362.0,0
2019-01-02 11:45:46,378278619832195,fraud_Roberts-Beahan,misc_pos,5.3,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,588de686846c2d04f73b6bcb7b3c4494,1325504746,44.148254,-123.95111,0,97439.0,0
2019-01-02 10:16:55,4908846471916297,fraud_Bins-Rice,gas_transport,79.55,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1992-07-24,0f123c2a50e55c95cb935b87f24af230,1325499415,32.54883,-97.067636,0,76063.0,0
2019-01-02 09:15:18,3563837241599446,fraud_Dach-Borer,grocery_net,71.05,Timothy,Simmons,M,1049 John Ports Suite 057,Newberg,OR,97132,45.3099,-122.9685,28278,Research scientist (physical sciences),1977-07-17,20b828a71f56cc3dfdd3a66fe436f32b,1325495718,44.477833,-123.051087,0,97377.0,0
2019-01-13 23:50:02,38797410705641,fraud_Terry-Huel,shopping_net,870.97,Andrew,Tucker,M,583 Gray Creek,Oak Hill,NY,12460,42.4069,-74.1528,277,Glass blower/designer,1971-12-12,83262b559db9c521c5ea9f357251d1e6,1326498602,42.433841,-73.699107,1,12130.0,1
2019-03-23 22:20:58,4076173495454,fraud_Cormier LLC,shopping_net,973.84,Bradley,Adkins,M,362 Brown Wall,Kaktovik,AK,99747,66.6933,-153.994,239,Careers information officer,1996-04-01,f45cab295e76e954df04e61e33a92643,1332541258,66.14536600000001,-154.681121,1,,1
2019-01-01 15:27:54,2305336922781618,"fraud_Walter, Hettinger and Kessler",personal_care,6.29,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,1961-02-14,4850efbdc14d524d819a290cf8fe2a0b,1325431674,41.498039,-92.440371,0,50027.0,0
2019-03-23 22:11:11,4076173495454,fraud_Terry-Huel,shopping_net,1136.04,Bradley,Adkins,M,362 Brown Wall,Kaktovik,AK,99747,66.6933,-153.994,239,Careers information officer,1996-04-01,bf713cc59b11ebf7acad97e44e18eeb0,1332540671,66.18018599999999,-154.53907,1,,1
2019-03-07 02:33:43,4824023901222438,fraud_Murray-Smitham,grocery_pos,357.15,Christina,Nelson,F,1233 Sutton Road Suite 701,Bynum,TX,76631,31.9907,-96.9837,522,Commercial/residential surveyor,1946-03-21,86f47f016ca516a03d2a0b24bab36547,1331087623,32.94683,-97.546502,1,76020.0,0
2019-04-19 05:56:16,6011197122270059,fraud_Kiehn Inc,grocery_pos,271.17,Vincent,Ward,M,06730 Joshua Isle Suite 555,North Brookfield,MA,1535,42.2665,-72.0821,4680,Field seismologist,1986-04-03,aff60c80ac4304113791648356007f8b,1334814976,43.156342,-71.304125,1,3234.0,0
2019-01-02 14:25:13,3530503964418806,fraud_Pacocha-Weissnat,kids_pets,133.85,David,Nichols,M,0638 Fred Ramp Suite 086,Palmdale,CA,93552,34.5715,-118.0231,171170,Chemical engineer,1963-06-04,e8882f4a8e8ffcaf7f2129898ff50f88,1325514313,34.848885,-118.828423,0,93243.0,0
2019-02-12 00:05:50,3520550088202337,fraud_Kuphal-Bartoletti,misc_net,911.75,Micheal,Walters,M,15315 Vaughn Park Suite 356,Hovland,MN,55606,47.8342,-90.0476,272,Freight forwarder,2001-07-05,4bd2d695515919e89a25258335fc2be1,1329005150,48.447446,-89.426637,1,,1
2019-01-01 07:34:12,6011626928491360,fraud_Hudson-Ratke,grocery_pos,123.2,Heather,Roberts,F,62934 Maria Cliffs Suite 350,Bethel Springs,TN,38315,35.2289,-88.64399999999999,3876,Senior tax professional/tax inspector,1960-11-19,7250d66c9afecb3e57759a78a6c7d77e,1325403252,35.868466,-89.548536,0,38030.0,0
2019-01-01 05:16:53,4727244663135968,fraud_Smitham-Schiller,grocery_net,106.82,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,1929-05-30,ad18b9833487c0a5f666693ec2b45777,1325395013,31.793916,-88.66851899999999,0,39360.0,0
2019-04-24 03:39:29,213174467670432,fraud_Kutch LLC,gas_transport,21.07,James,Bishop,M,7055 Fernandez Estates Apt. 676,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1969-01-14,3c383781d88315d835f4667674f53d77,1335238769,39.333993,-76.236827,1,21010.0,0
2019-01-02 22:07:05,6595970453799027,fraud_Rau-Robel,kids_pets,45.2,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,1969-09-11,c34f6b0c02d7d046936864d07e78e2d9,1325542025,40.444007,-74.642989,0,8502.0,0
